action_id,object,count
fill,bath sink,1
fill,glass,1
fill,clothes container,1
fill,rack,1
fill,handbag,1
fluff,l-shaped sofa,1
fluff,sofa set,1
fluff,dog bed,1
fluff,throw blanket,1
fluff,ottoman,1
fold,clothes_hamper,1
fold,shirt,1
fold,hand towel,1
hang,wall clock,1
hang,set of hangers,1
hang,dustpan,1
hang,shower curtain bar,1
hang,shower curtain rod,1
hang,decor,1
hang,wall sign,1
hang,shower rod,1
hang,purse,1
hang,flag,1
hang,guitar,1
hang,guitar straps,1
hang,rod,1
hang,hats,1
hang,belt,1
hang,tool,1
hang,sunglasses,1
hang,mirror,1
hang,display of pictures,1
hang,hand cloth,1
hang,chandelier,1
hang,curtain rod,1
hang,blouse,1
hang,closet area for hanging clothes,1
inspect,toy,1
inspect,patio chair,1
inspect,l-shaped sofa,1
inspect,wall /outside,1
inspect,set of hangers,1
inspect,duvet,1
inspect,clothes bag,1
inspect,closet shelf,1
inspect,tablet,1
inspect,cross-trainer,1
inspect,photo mount,1
inspect,dish rack,1
inspect,wall cubby,1
inspect,shoes rack,1
inspect,rack of weights,1
inspect,decorative quilt,1
inspect,telescope,1
inspect,bean bag chair,1
inspect,cuddly toy,1
inspect,bath towel,1
inspect,bread box,1
inspect,bicycle helmet,1
inspect,candle holder,1
inspect,bowl with sweets,1
inspect,golf sticks,1
inspect,kitchen top,1
inspect,arcade game,1
inspect,advertisement,1
inspect,medical lamp,1
inspect,massage bed,1
inspect,solarium door,1
inspect,brochures,1
inspect,jewelry,1
inspect,sauna support,1
inspect,fish tank,1
inspect,footrest,1
inspect,vessel,1
inspect,curtain rod,1
inspect,handle,1
inspect,rail,1
inspect,decoration,1
inspect,swivel chair,1
inspect,partition,1
inspect,bathroom cabinet door,1
inspect,paper towel dispenser,1
inspect,blackboard,1
inspect,stovetop,1
inspect,cat,1
inspect,cart,1
inspect,stack of towels,1
inspect,rice cooker,1
inspect,purse,1
inspect,trash bag,1
inspect,artwork,1
inspect,fireplace wall,1
inspect,chest drawer,1
inspect,leg rest,1
inspect,cat tree,1
inspect,laundry,1
inspect,shower floor,1
inspect,file,1
inspect,dvd player,1
inspect,stack of files,1
inspect,shower wall cubby,1
inspect,drinking fountain,1
inspect,shop shelf,1
inspect,guitar cases,1
inspect,ukulele,1
inspect,saxophone,1
inspect,stack of chairs,1
inspect,stack of boxes,1
inspect,keyboard stand,1
inspect,sewing set,1
inspect,notebook,1
inspect,magazine rack,1
inspect,panel screen,1
inspect,stationery,1
inspect,firewood,1
inspect,firewood chest,1
inspect,office table,1
inspect,paper storage,1
inspect,hook,1
inspect,window curtain,1
inspect,bathrobe,1
inspect,bag with sheets,1
inspect,antique telephone,1
inspect,landing,1
inspect,shades,1
inspect,exhaust pipe,1
inspect,box of tissues,1
inspect,door/window frame,1
inspect,ceiling door,1
inspect,vanity,1
inspect,knife holder,1
inspect,cabinet table,1
inspect,gym equipment,1
inspect,shelf / cabinet,1
inspect,dog bed,1
inspect,kitchen counter,1
inspect,umbrella stand,1
inspect,dish cabinet,1
inspect,figure,1
inspect,doll,1
inspect,rocking chair,1
inspect,gym stepper,1
inspect,gym mat,1
inspect,groceries,1
inspect,floor lamp,1
inspect,sunbed,1
inspect,dumbbell,1
inspect,exercise ladder,1
inspect,containers,1
inspect,gas container,1
inspect,saturator,1
inspect,cables,1
inspect,cabinet /otherroom,1
inspect,stack of magazines,1
inspect,shower tap,1
inspect,shower dial,1
inspect,blinds,1
inspect,doorstep,1
inspect,book display,1
inspect,candle,1
inspect,cd player,1
inspect,flatware,1
inspect,apron,1
inspect,shower-bath cabinet,1
inspect,stick,1
inspect,floor mat,1
inspect,foot stand,1
inspect,firewood holder,1
inspect,sensor,1
inspect,high shelf,1
inspect,chandelier,1
inspect,flag,1
inspect,bags,1
inspect,chassis,1
inspect,exhibition window,1
inspect,stained glass,1
inspect,exhibition panel,1
inspect,ice maker,1
inspect,surface,1
inspect,sideboard,1
inspect,stair handle,1
inspect,grate,1
inspect,bonsai tree,1
inspect,bath side table,1
inspect,kitchen sink cabinet,1
inspect,display table,1
inspect,bathtub utensil,1
inspect,ceiling dome,1
inspect,bed sheet,1
inspect,highchair,1
inspect,glass,1
inspect,dried flowers,1
inspect,wheel,1
inspect,hat,1
inspect,tv remote,1
inspect,roomba,1
inspect,shower pipe,1
inspect,shower soap shelf,1
inspect,heater piping,1
inspect,cable,1
inspect,plush toy,1
inspect,column,1
inspect,candlestick,1
lift,tissue box,1
lift,plastic bag,1
load,speaker,1
load,laptop,1
load,newspaper,1
load,stack of clothes,1
load,cabinet,1
load,monitor,1
load,sink,1
load,keyboard,1
load,alarm_clock,1
load,bath towel,1
load,binders,1
load,briefcase,1
load,liquid soap,1
load,cellular_telephone,1
load,jar,1
load,coffee machine,1
load,kitchen lower cabinet,1
load,storage bin,1
load,computer_keyboard,1
load,pan,1
load,drawer,1
load,product box,1
load,kitchen appliance,1
load,clothes rack,1
load,box of tissues,1
load,bathrobe,1
load,copier,1
load,clothes_hamper,1
load,dishes,1
load,side table,1
load,stack of books,1
load,trophy,1
load,jacket,1
load,cd player,1
load,microwave_oven,1
load,barrel,1
load,magazine,1
load,media console,1
load,shoulder bag,1
load,cap,1
load,cup,1
load,closet,1
load,throw blanket,1
lock,storage cabinet,1
lock,bicycle,1
lock,window glass,1
lock,suitcase,1
lock,box,1
lock,doorway,1
lock,garage door frame,1
lock,office chair,1
lock,kitchen lower cabinet,1
lock,laptop_computer,1
lock,casket,1
lock,attic hatch,1
lock,display cabinet,1
lock,camera,1
lock,electric box,1
lock,oven,1
lock,stairs railing,1
lock,handbag,1
open,barbecue,1
open,central heating furnace,1
open,door screen,1
open,garage door opener motor,1
open,closet shelf,1
open,sideboard,1
open,record player,1
open,desk,1
open,bed stand,1
open,ventilation hood,1
open,pad,1
open,shower glass,1
open,garage door railing,1
open,garage door opener bar,1
open,shelving,1
open,curtain rod,1
open,bookshelf,1
open,cabinet counter,1
open,product box,1
open,sewing set,1
open,shower caddy,1
open,storage space,1
open,crib,1
open,aquarium,1
open,grill,1
open,waffle iron,1
open,fume cupboard,1
open,can of paint,1
open,bathtub,1
open,cabinet table,1
open,console,1
open,curtain rail,1
open,icebox,1
open,gate,1
open,cabinet /otherroom,1
open,box of something,1
open,doorstep,1
open,wine cabinet,1
open,bar cabinet,1
open,rope,1
open,shower-bath cabinet,1
open,sewing box,1
open,whine shelf,1
open,oven and stove,1
open,cook book,1
open,air duct,1
open,bed,1
open,bowl of sweets,1
open,partition,1
open,ceiling vent,1
open,crate,1
open,clothes container,1
open,shower wall,1
open,baby changing table,1
open,photo mount,1
pack,chair,1
pick_up,desk chair,1
pick_up,figurine,1
pick_up,set of cosmetics,1
pick_up,bicycle,1
pick_up,photo mount,1
pick_up,plates,1
pick_up,bathroom utensil,1
pick_up,storage box,1
pick_up,storage shelving,1
pick_up,projector,1
pick_up,cups,1
pick_up,shelf clutter,1
pick_up,binders,1
pick_up,ironing board,1
pick_up,tissue box,1
pick_up,rolled carpet,1
pick_up,oven,1
pick_up,dinnerware,1
pick_up,ornament,1
pick_up,wall hanger,1
pick_up,beverage dispenser,1
pick_up,paper towels,1
pick_up,jewelry,1
pick_up,crate,1
pick_up,game board,1
pick_up,bed comforter,1
pick_up,bedding,1
pick_up,dog bed,1
pick_up,identifier,1
pick_up,paper towel dispenser,1
pick_up,stand,1
pick_up,treadmill,1
pick_up,rope,1
pick_up,fork,1
pick_up,painting frame,1
pick_up,computer,1
pick_up,sheet,1
pick_up,stack of files,1
pick_up,office chair,1
pick_up,file,1
pick_up,microphone accessory,1
pick_up,trumpet,1
pick_up,keyboard cover,1
pick_up,clarinet,1
pick_up,albums,1
pick_up,tambourine,1
pick_up,diploma,1
pick_up,shelf with shoes,1
pick_up,sewing machine,1
pick_up,sewing set,1
pick_up,shower wall,1
pick_up,place mat,1
pick_up,storage space,1
pick_up,jug,1
pick_up,mirror,1
pick_up,hook,1
pick_up,cover,1
pick_up,waffle iron,1
pick_up,floor lamp,1
pick_up,plunger,1
pick_up,shelf with clutter,1
pick_up,sofa chair,1
pick_up,boxes with books,1
pick_up,wine rack,1
pick_up,buckets,1
pick_up,blanket,1
pick_up,kitchen cabinet,1
pick_up,umbrella stand,1
pick_up,sofa seat,1
pick_up,coffee maker,1
pick_up,toilet brush,1
pick_up,faucet,1
pick_up,gym mat,1
pick_up,alcohol bottles,1
pick_up,clothing stand,1
pick_up,leaflets,1
pick_up,wine,1
pick_up,furnace,1
pick_up,drawer,1
pick_up,decoration,1
pick_up,trash can,1
pick_up,sculpture,1
pick_up,hand towel,1
pick_up,pillow,1
pick_up,typewriter,1
pick_up,flower stand,1
pick_up,breadbox,1
pick_up,gift,1
pick_up,step stool,1
pick_up,stack of books / papers,1
pick_up,shoes on shelf,1
pick_up,boards,1
pick_up,flag,1
pick_up,washer-dryer,1
pick_up,clothes hanger rod,1
pick_up,firewood holder,1
pick_up,towel ring,1
pick_up,bowl of sweets,1
pick_up,blankets,1
pick_up,ragdoll,1
pick_up,training mat,1
pick_up,clothes container,1
pick_up,laundry machine,1
pick_up,art frame,1
pick_up,cable,1
place_in,kettle,1
place_in,wall panel,1
place_in,wall clock,1
place_in,table stand,1
place_in,wood,1
place_in,firewood holder,1
place_in,treadmill,1
place_in,photo mount,1
place_in,cradle,1
place_in,ironing board,1
place_in,baby chair,1
place_in,machine,1
place_in,trash bag,1
place_in,clothes hamper,1
place_in,papers,1
place_in,desk,1
place_in,floor stand,1
place_in,umbrella,1
place_in,detergent,1
place_in,pouffe,1
place_in,brush,1
place_in,cart,1
place_in,food tray,1
place_in,arcade game,1
place_in,sliding glass door,1
place_in,watch,1
place_in,dustbin,1
place_in,ornament,1
place_in,cosmetics,1
place_in,paper towels,1
place_in,picture frame,1
place_in,art piece,1
place_in,backrest,1
place_in,sauna support,1
place_in,banister,1
place_in,mirror,1
place_in,desk lamp,1
place_in,kitchen utensil,1
place_in,wall cubby,1
place_in,boiler,1
place_in,toilet,1
place_in,document holder,1
place_in,vent,1
place_in,stationery,1
place_in,dishes,1
place_in,shelf cubby,1
place_in,easy chair,1
place_in,toaster oven,1
place_in,globe,1
place_in,entertainment set,1
place_in,folding stand,1
place_in,purse,1
place_in,coffee_maker,1
place_in,armchair,1
place_in,computer,1
place_in,display table,1
place_in,utensil,1
place_in,nightstand,1
place_in,cone,1
place_in,drum,1
place_in,amplifier,1
place_in,guitar pedals,1
place_in,product,1
place_in,board game,1
place_in,fence,1
place_in,kitchen seating,1
place_in,firewood chest,1
place_in,tape_measure,1
place_in,garage door railing,1
place_in,bedside lamp,1
place_in,fireplace tool set,1
place_in,cabinet door,1
place_in,box of tissues,1
place_in,shovel,1
place_in,pad,1
place_in,bottle of detergent,1
place_in,dressing table,1
place_in,clutter,1
place_in,spirit level,1
place_in,curtain rail,1
place_in,blanket,1
place_in,furnace,1
place_in,dish cabinet,1
place_in,doll,1
place_in,shower caddy,1
place_in,barbell,1
place_in,set of knives,1
place_in,alcohol bottles,1
place_in,drawers,1
place_in,cd player,1
place_in,kitchenware,1
place_in,screen,1
place_in,exercise machine,1
place_in,pile of magazines,1
place_in,gas container,1
place_in,hose,1
place_in,light fixture,1
place_in,baby seat,1
place_in,cabinet drawer,1
place_in,bathroom utensil,1
place_in,cutting board,1
place_in,shower door frame,1
place_in,holy cross,1
place_in,gift,1
place_in,laptop,1
place_in,cloth,1
place_in,newspaper,1
place_in,kitchen shelf,1
place_in,bathroom shelf,1
place_in,wheel,1
place_in,art frame,1
place_in,box with books,1
place_in,bags,1
place_in,lid,1
place_in,elevator door,1
place_in,clothes hanger rod,1
place_in,stair handle,1
place_in,lounger,1
place_in,self-closing mechanism,1
place_in,sign,1
place_in,food,1
place_in,bath sink,1
place_in,media console,1
place_in,bath cabinet,1
place_in,food stand,1
place_in,wall shelf,1
place_in,photo,1
place_in,drawing,1
place_in,dried flowers,1
place_in,tank,1
place_in,toilet brush,1
place_in,clothes rack,1
place_in,rocking chair,1
place_in,piano bench,1
place_in,bookstand,1
place_in,circular sofa,1
place_in,statue,1
place_in,pedestal,1
place_on,calendar,1
place_on,storage cabinet,1
place_on,closet mirror wall,1
place_on,wall panel,1
place_on,subwoofer,1
place_on,tent,1
place_on,table pad,1
place_on,plates,1
place_on,baby chair,1
place_on,round cushion,1
place_on,mannequin,1
place_on,rack of weights,1
place_on,screwdriver,1
place_on,piano,1
place_on,office chair,1
place_on,cups,1
place_on,banner,1
place_on,bidet,1
place_on,window glass,1
place_on,air conditioning,1
place_on,speaker stand,1
place_on,wall sign,1
place_on,stone support structure,1
place_on,scale,1
place_on,jewelry,1
place_on,tissue,1
place_on,shelf with cosmetics,1
place_on,advertisement,1
place_on,lantern,1
place_on,vessel,1
place_on,broom,1
place_on,trash bag,1
place_on,refrigerator cabinet,1
place_on,bedding,1
place_on,tree,1
place_on,headboard,1
place_on,partition,1
place_on,vent,1
place_on,document holder,1
place_on,identifier,1
place_on,dog bed,1
place_on,cat,1
place_on,laundry machine,1
place_on,shelf with clutter,1
place_on,violin case,1
place_on,furniture,1
place_on,products,1
place_on,trombone,1
place_on,albums,1
place_on,shop shelf,1
place_on,counter desk,1
place_on,keyboard cover,1
place_on,microphone accessory,1
place_on,trumpet,1
place_on,magazine rack,1
place_on,appliance,1
place_on,cabinet /w cluttered art,1
place_on,car model,1
place_on,wall lamp,1
place_on,mini fridge,1
place_on,stonework,1
place_on,shades,1
place_on,dishwasher,1
place_on,crib,1
place_on,drawers,1
place_on,wood,1
place_on,ball chair,1
place_on,umbrella stand,1
place_on,curtain rod,1
place_on,barbell,1
place_on,gym mat,1
place_on,dehumidifier,1
place_on,separator,1
place_on,swing,1
place_on,leaflets,1
place_on,menu board,1
place_on,keg,1
place_on,pipe,1
place_on,tank,1
place_on,desk lamp,1
place_on,wash cabinet,1
place_on,kitchen utensils,1
place_on,aisle frame,1
place_on,trophy,1
place_on,stick,1
place_on,papers,1
place_on,staircase handrail,1
place_on,closet,1
place_on,bar cabinet,1
place_on,paper storage,1
place_on,sauna heater,1
place_on,bed small,1
place_on,dress,1
place_on,dog leash,1
place_on,breadbox,1
place_on,christmas tree,1
place_on,salver,1
place_on,stand/small table,1
place_on,small table/stand,1
place_on,railing,1
place_on,decoder,1
place_on,book cabinet,1
place_on,decorative cloth,1
place_on,computer desk,1
place_on,balustrade,1
place_on,brush,1
place_on,tape_measure,1
place_on,worktop,1
place_on,bags,1
place_on,exhibition panel,1
place_on,fire screen,1
place_on,microwave_oven,1
place_on,shower bench,1
place_on,microwave,1
place_on,stairs railing,1
place_on,bath wall,1
place_on,food stand,1
place_on,wall shelf,1
place_on,machine,1
place_on,blouse,1
place_on,clothes dryer,1
place_on,dried flowers,1
place_on,painting tray,1
place_on,coffee maker,1
place_on,pc tower,1
place_on,firewood holder,1
place_on,table stand,1
place_on,bedside lamp,1
place_on,clothes hanger rod,1
place_on,entertainment set,1
place_on,baby changing table,1
place_on,slab,1
place_on,model,1
place_on,pedestal,1
plug_in,wall panel,1
plug_in,tv,1
plug_in,pipe,1
plug_in,tablet,1
plug_in,board,1
plug_in,flashlight,1
plug_in,painting,1
plug_in,decoder,1
plug_in,handle,1
plug_in,toaster oven,1
plug_in,keyboard cover,1
plug_in,sign,1
plug_in,electric drum,1
plug_in,microphone accessory,1
plug_in,sewing machine,1
plug_in,electric kettle,1
plug_in,table lamp,1
plug_in,clock,1
plug_in,vacuum cleaner,1
plug_in,wall board,1
plug_in,mixer,1
plug_in,cables,1
plug_in,closet door,1
plug_in,decorative plate,1
plug_in,pad,1
plug_in,electric box,1
plug_in,table,1
plug_in,wall electronics,1
plug_in,curtain,1
plug_in,floor lamp,1
polish,pan,1
polish,bath wall,1
polish,telephone,1
polish,shower rail,1
polish,sliding glass door,1
polish,wall indent,1
polish,dinnerware,1
polish,shelf,1
polish,jewelry,1
polish,door knob,1
polish,sunglasses,1
polish,lamp stand,1
polish,flowerpot,1
polish,armchair,1
polish,coffee_maker,1
polish,countertop,1
polish,decor,1
polish,dining table,1
polish,parapet,1
polish,paneling,1
polish,display table,1
polish,case,1
polish,handbag,1
polish,cabinet counter,1
polish,speaker,1
polish,stair step,1
polish,computer,1
polish,shower bar,1
polish,shower dial,1
polish,garage door railing,1
polish,wine rack,1
polish,curtain rod,1
polish,coffee machine,1
polish,bar cabinet,1
polish,kitchen appliance,1
polish,monitor,1
polish,teapot,1
polish,post,1
polish,wall sign,1
polish,antlers,1
polish,bottles,1
polish,amplifier,1
polish,table cloth,1
polish,shower tap,1
polish,lamp table,1
polish,shower wall,1
polish,shower door frame,1
polish,fireplace sconce,1
polish,soupspoon,1
polish,wall post,1
polish,fireplace utensil,1
polish,sign,1
polish,exhibition panel,1
polish,fireplace shelf,1
polish,washbasin counter,1
polish,bath sink,1
polish,counter,1
polish,cabinet door,1
polish,window glass,1
polish,kitchen cabinet door,1
polish,model,1
pour,glass,1
pour,beverage dispenser,1
pour,bottles of wine,1
pour,sink,1
pour,tray,1
pour,tap,1
press,keyboard piano,1
pull,wardrobe,1
pull,window shade,1
pull,pliers,1
pull,folder,1
pull,throw blanket,1
pull,rug,1
pull,curtain rod,1
pull,ball chair,1
pull,bookshelf,1
pull,rocking chair,1
pull,blankets,1
pull,pouffe,1
push,sliding glass door,1
push,computer chair,1
push,chest of drawers,1
push,trolley,1
push,stand,1
push,dresser,1
push,box,1
push,bucket,1
push,barrel,1
reposition,power breaker box,1
reposition,backpack,1
reposition,cross-trainer,1
reposition,tablet,1
reposition,plant ornament,1
reposition,table pad,1
reposition,glasses,1
reposition,tool rack,1
reposition,chain,1
reposition,shower cabin,1
reposition,end table,1
reposition,exit sign,1
reposition,floor stand,1
reposition,beanbag chair,1
reposition,balustrade,1
reposition,toaster,1
reposition,panel,1
reposition,magazine,1
reposition,arcade game,1
reposition,ceiling lower,1
reposition,massage bed,1
reposition,sauna support,1
reposition,cat bed,1
reposition,vessel,1
reposition,window /otherroom,1
reposition,gas box,1
reposition,tree branch,1
reposition,garage door opener motor,1
reposition,tape_measure,1
reposition,chandelier,1
reposition,bathtub,1
reposition,hat,1
reposition,shade,1
reposition,folder,1
reposition,identifier,1
reposition,keyboard,1
reposition,bedframe,1
reposition,ceiling pipe,1
reposition,fireplace utensil,1
reposition,elephant sculpture,1
reposition,bath sink,1
reposition,leg rest,1
reposition,wreath,1
reposition,calendar,1
reposition,cat tree,1
reposition,shower cockpit,1
reposition,deck chair,1
reposition,music player,1
reposition,trumpet,1
reposition,dartboard,1
reposition,shoe,1
reposition,sink cabinet,1
reposition,cabinet /w cluttered art,1
reposition,washer-dryer,1
reposition,sideboard,1
reposition,pile of magazines,1
reposition,kitchen seating,1
reposition,music album shelf,1
reposition,garage door motor,1
reposition,office table,1
reposition,bathrobe,1
reposition,archway,1
reposition,screwdriver,1
reposition,scale,1
reposition,ceiling window,1
reposition,firebox,1
reposition,pump,1
reposition,washing machine,1
reposition,candle,1
reposition,l-shaped sofa,1
reposition,gym equipment,1
reposition,file cabinet,1
reposition,dvd player,1
reposition,ball chair,1
reposition,umbrella stand,1
reposition,staircase handrail,1
reposition,laundry basket,1
reposition,pitcher,1
reposition,meshwork,1
reposition,barbell,1
reposition,swing,1
reposition,chest,1
reposition,hose,1
reposition,tv,1
reposition,light fixture,1
reposition,cabinet /otherroom,1
reposition,baby seat,1
reposition,shelf / cabinet,1
reposition,cabinet drawer,1
reposition,window shade,1
reposition,alarm_clock,1
reposition,bathroom shelf,1
reposition,photo,1
reposition,wine cabinet,1
reposition,coach,1
reposition,kitchen cabinet drawer,1
reposition,book display,1
reposition,dog leash,1
reposition,records,1
reposition,stand/small table,1
reposition,partition,1
reposition,toothbrush,1
reposition,storage cabinet,1
reposition,desk cabinet,1
reposition,wire,1
reposition,decorative cloth,1
reposition,bicycle,1
reposition,bicycle helmets,1
reposition,container,1
reposition,elevator door,1
reposition,fire screen,1
reposition,air duct,1
reposition,piano,1
reposition,shower bench,1
reposition,self-closing mechanism,1
reposition,bathtub utensil,1
reposition,shower ceiling,1
reposition,stained glass,1
reposition,base,1
reposition,christmas tree,1
reposition,clothes container,1
reposition,tray,1
reposition,window valence,1
reposition,bookstand,1
reposition,sofa set,1
rinse,mop,1
rinse,wine_bottle,1
rinse,knife,1
rinse,urinal,1
rinse,pet bowl,1
rinse,hairbrush,1
rinse,shampoo,1
rinse,towel,1
rinse,bidet,1
rinse,teapot,1
rinse,stack of plates,1
rinse,bottle,1
rinse,can,1
rinse,sauna bowl,1
rinse,window glass,1
rinse,bath,1
scrub,stair step,1
scrub,shower wall cubby,1
scrub,wash cabinet,1
scrub,bathroom cabinet,1
scrub,bowl,1
scrub,plate,1
scrub,sauna oven,1
scrub,refrigerator cabinet,1
scrub,spa bench,1
scrub,coffee machine,1
scrub,rail,1
scrub,tile,1
scrub,tool,1
scrub,refrigerator,1
scrub,rug,1
scrub,trough,1
scrub,heater,1
scrub,shower dial,1
scrub,cloth,1
scrub,range hood,1
scrub,garage door railing,1
scrub,shower mat,1
scrub,shower tray,1
scrub,vent,1
scrub,bathroom shelf,1
scrub,kitchen extractor,1
scrub,kitchen utensil,1
scrub,shower bench,1
scrub,broom,1
scrub,counter,1
scrub,stack of pots,1
scrub,toilet seat,1
scrub,bathtub utensil,1
scrub,bathroom mat,1
scrub,washbasin counter,1
scrub,shower rail,1
scrub,brush,1
scrub,fume cupboard,1
scrub,board,1
scrub,stairs railing,1
scrub,window glass,1
scrub,floor stand,1
set,knife,1
set,kitchen appliance,1
set,radio,1
set,bed table,1
set,nightstand,1
set,pad,1
set,tv,1
set,smoke alarm,1
set,stove,1
set,heater,1
set_control,fireplace wall,1
set_control,fluorescent light,1
set_control,fireplace utensil,1
set_control,toaster oven,1
set_control,computer,1
set_control,drum,1
set_control,ukulele,1
set_control,saxophone,1
set_control,microphone accessory,1
set_control,shower curtain,1
set_control,toaster,1
set_control,stove,1
set_control,fireplace shelf,1
set_control,tv remote,1
set_control,light,1
set_control,ceiling light fixture connection,1
set_up,tent,1
set_up,baby chair,1
set_up,porcelain,1
set_up,blackboard,1
set_up,pillar,1
set_up,decoration,1
set_up,dressing table,1
set_up,shampoo,1
set_up,dinnerware,1
set_up,sunbed,1
set_up,advertisement,1
set_up,cooker,1
set_up,garden chair,1
set_up,game board,1
set_up,decoder,1
set_up,pitcher,1
set_up,wine_bottle,1
set_up,chandelier,1
set_up,kitchen utensil,1
set_up,identifier,1
set_up,document holder,1
set_up,telephone,1
set_up,cart,1
set_up,globe,1
set_up,leg rest,1
set_up,guitar pedals,1
set_up,keyboard stand,1
set_up,headphones,1
set_up,iron,1
set_up,aquarium,1
set_up,toy,1
set_up,pool table,1
set_up,rocking chair,1
set_up,soundbar,1
set_up,canvas,1
set_up,hammock,1
set_up,sculpture,1
set_up,weight bench,1
set_up,teapot,1
set_up,fireplace tool set,1
set_up,shisha,1
set_up,cash register,1
set_up,book rack,1
set_up,screen,1
set_up,kitchen utensils,1
set_up,decorative vase,1
set_up,electric guitar,1
set_up,music player,1
set_up,computer desk,1
set_up,radio,1
set_up,flatware,1
set_up,computer chair,1
set_up,installation,1
set_up,tray,1
set_up,furnace,1
set_up,fireplace,1
set_up,bath faucet,1
set_up,circular sofa,1
set_up,clothes rack,1
set_up,pedestal,1
set_up,model,1
shake_out,table cloth,1
shake_out,towel,1
shake_out,yoga mat,1
smooth,exercise mat,1
smooth,training mat,1
stack,stack of clothes,1
stack,stack of pillows,1
stack,pillow,1
stack,binders,1
stack,towel,1
stack,basket of towels,1
stack,beanbag,1
stack,basket of something,1
stack,stack of files,1
stack,file,1
stack,product box,1
stack,cushion,1
stack,place mat,1
stack,pan,1
stack,drywall board,1
stack,hat,1
stack,laundry basket,1
stack,gym mat,1
stack,box of paper,1
stack,leaflets,1
stack,chess,1
stack,clothes,1
stack,jar,1
stack,stack of pots,1
stack,stack of books / papers,1
stack,containers,1
stack,bags,1
stack,binder,1
stack,bathroom towel,1
stack,vinyl records,1
stack,clothes container,1
stack,kitchen shelf,1
start_machine,hand dryer,1
store,keyboard piano,1
store,washcloth,1
store,firewood holder,1
store,stack of clothes,1
store,duvet,1
store,set of cosmetics,1
store,clothes bag,1
store,closet shelf,1
store,shoe rack,1
store,box of tissues,1
store,baby chair,1
store,rug,1
store,rack of weights,1
store,notes,1
store,control,1
store,bread box,1
store,detergent,1
store,bar,1
store,tissue box,1
store,golf sticks,1
store,rolled carpet,1
store,pet bed,1
store,watch,1
store,crate,1
store,cushion,1
store,bread bin,1
store,pouffe,1
store,wall cabinet,1
store,microwave_oven,1
store,photo,1
store,toilet paper,1
store,printer,1
store,board,1
store,dishwasher,1
store,chest drawer,1
store,violin case,1
store,exercise equipment,1
store,file cabinet,1
store,stack of books,1
store,mixer,1
store,shower caddy,1
store,iron,1
store,electric guitar,1
store,car model,1
store,cardboard,1
store,axe,1
store,clutter,1
store,kitchen towel,1
store,drawers,1
store,picture,1
store,globe,1
store,sink cabinet,1
store,coffee maker,1
store,doll,1
store,armchair,1
store,box of paper,1
store,kitchenware,1
store,rack,1
store,shisha,1
store,trashcan,1
store,cabinet /otherroom,1
store,wine,1
store,box of something,1
store,kitchen lower cabinet,1
store,clothes_hamper,1
store,kitchen utensils,1
store,stack of magazines,1
store,decorative tray,1
store,desk chair,1
store,yoga mat,1
store,paper storage,1
store,can of paint,1
store,display cabinet,1
store,records,1
store,pitchfork,1
store,flatware,1
store,scarf,1
store,locker,1
store,alarm_clock,1
store,canister,1
store,board games,1
store,bookshelf,1
store,dvd player,1
store,bathtub utensil,1
store,clothes hanger,1
store,painting tray,1
store,clothes container,1
store,book rack,1
store,toilet brush,1
store,microwave,1
store,potty,1
straighten,heater,1
straighten,stack of blankets,1
straighten,set of armchairs,1
straighten,shower,1
straighten,kitchen table,1
straighten,shower curtain bar,1
straighten,tent,1
straighten,cradle,1
straighten,washing powder,1
straighten,porcelain,1
straighten,clothes hamper,1
straighten,cups,1
straighten,blackboard,1
straighten,wall panel frame,1
straighten,floor stand,1
straighten,bread box,1
straighten,exercise bike,1
straighten,detergent,1
straighten,balustrade,1
straighten,glasses,1
straighten,golf sticks,1
straighten,speaker stand,1
straighten,podium,1
straighten,kitchen top,1
straighten,arcade game,1
straighten,oven and stove,1
straighten,jewelry,1
straighten,art piece,1
straighten,game board,1
straighten,bread bin,1
straighten,garden chair,1
straighten,chaise longue,1
straighten,counter door,1
straighten,rail,1
straighten,lamp stand,1
straighten,treadmill,1
straighten,knife,1
straighten,recycle bin,1
straighten,ceiling lamp,1
straighten,identifier,1
straighten,bathroom cabinet drawer,1
straighten,support beam,1
straighten,footstool,1
straighten,globe,1
straighten,countertop,1
straighten,dinner chair,1
straighten,artwork frame,1
straighten,led tv,1
straighten,desk lamp,1
straighten,cat tree,1
straighten,den,1
straighten,trough,1
straighten,electric guitar,1
straighten,product boxes,1
straighten,music equipment stand,1
straighten,trumpet,1
straighten,clarinet,1
straighten,drum,1
straighten,guitar case cover,1
straighten,electric percussion,1
straighten,keyboard stand,1
straighten,stack of chairs,1
straighten,stack of boxes,1
straighten,counter desk,1
straighten,magazine rack,1
straighten,note board,1
straighten,bulletin board,1
straighten,storage space,1
straighten,draw,1
straighten,place mat,1
straighten,kitchen cabinet lower,1
straighten,luggage,1
straighten,kitchen seating,1
straighten,tape_measure,1
straighten,decorative bowl,1
straighten,hook,1
straighten,workstation,1
straighten,aquarium,1
straighten,cover,1
straighten,wall post,1
straighten,air vent,1
straighten,tile,1
straighten,hunting trophy,1
straighten,electrical box,1
straighten,tv,1
straighten,lamp shade,1
straighten,fireplace,1
straighten,console,1
straighten,buckets,1
straighten,dvd player,1
straighten,kitchen towel,1
straighten,attic door,1
straighten,painting frame,1
straighten,figure,1
